vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity
137,72,672,2021-12-10,Zoho Desktop Central contains an authentication bypass vulnerability that could allow an attacker to execute arbitrary code in the Desktop Central MSP server.,Apply updates per vendor instructions.,2021-12-24,Unknown,0.0,Unknown,Unknown,Unknown,3
58,156,309,2021-12-10,Kernel/ptrace.c in Linux kernel mishandles contains an improper privilege management vulnerability which allows local users to obtain root access.,Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
94,151,560,2021-12-10,RealTek Jungle SDK contains multiple memory corruption vulnerabilities which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,2021-12-24,Unknown,0.0,Unknown,Unknown,Unknown,3
107,206,595,2021-12-10,Sonatype Nexus Repository Manager before 3.15.0 has an incorrect access control vulnerability. Exploitation allows for remote code execution.,Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
5,280,65,2021-12-10,The optional Apache Solr module DataImportHandler contains a code injection vulnerability.,Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
38,104,240,2021-12-10,"Fortinet FortiOS ""execute restore src-vis"" downloads code without integrity checking, allowing an attacker to arbitrarily download files.",Apply updates per vendor instructions.,2021-12-24,Unknown,0.0,Unknown,Unknown,Unknown,3
31,111,225,2021-12-10,Embedthis GoAhead before 3.6.5 allows remote code execution if CGI is enabled and a CGI program is dynamically linked.,Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
95,144,562,2021-12-10,"The JBoss Application Server, shipped with Red Hat Enterprise Application Platform 5.2, allows an attacker to execute arbitrary code via crafted serialized data.",Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
95,145,565,2021-12-10,"JBoss Seam 2 (jboss-seam2), as used in JBoss Enterprise Application Platform 4.3.0 for Red Hat Linux, allows attackers to perform remote code execution. This vulnerability can only be exploited when the Java Security Manager is not properly configured.",Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
39,317,248,2021-12-10,"FUEL CMS 1.4.7 allows SQL Injection via the col parameter to /pages/items, /permissions/items, or /navigation/items.",Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
82,13,535,2021-12-10,Pi-hole Web v4.3.2 (aka AdminLTE) allows Remote Code Execution by privileged dashboard users via a crafted DHCP static lease.,Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
65,366,480,2021-12-10,mongo-express before 0.54.0 is vulnerable to Remote Code Execution via endpoints that uses the `toBSON` method.,Apply updates per vendor instructions.,2022-06-10,Unknown,0.0,Unknown,Unknown,Unknown,3
5,160,62,2021-12-10,"Apache Log4j2 contains a vulnerability where JNDI features do not protect against attacker-controlled JNDI-related endpoints, allowing for remote code execution.","For all affected software assets for which updates exist, the only acceptable remediation actions are: 1) Apply updates; OR 2) remove affected assets from agency networks. Temporary mitigations using one of the measures provided at https://www.cisa.gov/uscert/ed-22-02-apache-log4j-recommended-mitigation-measures are only acceptable until updates are available.",2021-12-24,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,409,2021-12-15,"Microsoft Windows AppX Installer contains a spoofing vulnerability which has a high impacts to confidentiality, integrity, and availability.",Apply updates per vendor instructions.,2021-12-29,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,277,2021-12-15,Google Chromium V8 Engine contains a use-after-free vulnerability which can allow a remote attacker to execute arbitrary code on the target system.,Apply updates per vendor instructions.,2021-12-29,Unknown,0.0,Unknown,Unknown,Unknown,3
126,371,647,2022-01-10,Rhttproxy as used in vCenter Server contains a vulnerability due to improper implementation of URI normalization.,Apply updates per vendor instructions.,2022-01-24,Unknown,0.0,Unknown,Unknown,Unknown,3
46,265,283,2022-01-10,A command injection vulnerability in the web server of some Hikvision product. Due to the insufficient input validation.,Apply updates per vendor instructions.,2022-01-24,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,260,2022-01-10,Use-after-free vulnerability in Media in Google Chrome prior to 81.0.4044.92 allowed a Remote attacker to execute arbitrary code via a crafted HTML page.,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
62,339,399,2022-01-10,"A privilege escalation vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k EoP.",Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
62,341,401,2022-01-10,A remote code execution vulnerability exists in the way that the WinVerifyTrust function handles Windows Authenticode signature verification for PE files.,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
74,332,526,2022-01-10,Injection vulnerability in the Oracle WebLogic Server component of Oracle Fusion Middleware (subcomponent: Web Services).,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
113,355,611,2022-01-10,Improper Restriction of XML External Entity Reference vulnerability affecting Synacor Zimbra Collaboration (ZCS).,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
38,106,245,2022-01-10,An Improper Authorization vulnerability in Fortinet FortiOS and FortiProxy under SSL VPN web portal allows an unauthenticated attacker to modify the password.,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
38,106,246,2022-01-10,A heap buffer overflow in Fortinet FortiOS and FortiProxy may cause the SSL VPN web service termination for logged in users.,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
76,219,534,2022-01-10,Remote Code Execution in PAN-OS with GlobalProtect Portal or GlobalProtect Gateway Interface enabled.,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
33,163,229,2022-01-10,Improper validation of recipient address in deliver_message() function in /src/deliver.c may lead to remote command execution.,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
47,334,290,2022-01-10,"Serialized-object interfaces in certain IBM analytics, business solutions, cognitive, IT infrastructure, and mobile and social products allow remote attackers to execute arbitrary commands",Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
84,228,537,2022-01-10,Primetek Primefaces is vulnerable to a weak encryption flaw resulting in remote code execution,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
30,157,305,2022-01-10,Kibana contain an arbitrary code execution flaw in the Timelion visualizer.,Apply updates per vendor instructions.,2022-07-10,Unknown,0.0,Unknown,Unknown,Unknown,3
36,328,238,2022-01-10,"A vulnerability in the web management interface of FatPipe WARP, IPVPN, and MPVPN software allows a remote, unauthenticated attacker to upload a file to any location on the filesystem.",Apply updates per vendor instructions.,2022-01-24,Unknown,0.0,Unknown,Unknown,Unknown,3
71,209,503,2022-01-18,In affected versions of the october/system package an attacker can request an account password reset and then gain access to the account using a specially crafted request.,Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
67,200,497,2022-01-18,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
67,200,497,2022-01-18,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
67,200,497,2022-01-18,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
12,28,130,2022-01-18,"Unrestricted upload of a file with a dangerous type is possible, which allows an unauthenticated user to execute arbitrary code via directory traversal.",Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
62,86,337,2022-01-18,Microsoft Exchange Server contains an information disclosure vulnerability which can allow an unauthenticated attacker to steal email traffic from target.,Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
126,373,639,2022-01-18,Server Side Request Forgery (SSRF) in vRealize Operations Manager API prior to 8.4 may allow a malicious actor with network access to the vRealize Operations Manager API to perform a SSRF attack to steal administrative credentials.,Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
70,298,612,2022-01-18,"In this vulnerability, an attacker can send a malicious payload that will exploit the name parameter. After successful exploitation, attackers can execute remote.",Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
35,31,235,2022-01-18,"The Traffic Management Microkernel of BIG-IP ASM Risk Engine has a buffer overflow vulnerability, leading to a bypassing of URL-based access controls.",Apply updates per vendor instructions.,2022-02-01,Unknown,0.0,Unknown,Unknown,Unknown,3
74,137,508,2022-01-18,"Path traversal vulnerability, where an attacker can target the preview FilePath parameter of the getPreviewImage function to get access to arbitrary system file.",Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
29,78,221,2022-01-18,Improper sanitization in the extension file names is present in Drupal core.,Apply updates per vendor instructions.,2022-07-18,2020-11-20,8.8,CWE-434,NETWORK,LOW,1
5,15,54,2022-01-18,A remote code/command injection vulnerability was discovered in one of the example DAGs shipped with Airflow.,Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
5,16,55,2022-01-18,The previous default setting for Airflow's Experimental API was to allow all API requests without authentication.,Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
5,293,66,2022-01-21,ActionForm in Apache Struts versions before 1.2.9 with BeanUtils 1.7 contains a vulnerability which allows for denial-of-service.,Apply updates per vendor instructions.,2022-07-21,Unknown,0.0,Unknown,Unknown,Unknown,3
5,294,68,2022-01-21,The ExceptionDelegator component in Apache Struts 2 before 2.2.3.1 contains an improper input validation vulnerability which allows for remote code execution.,Apply updates per vendor instructions.,2022-07-21,Unknown,0.0,Unknown,Unknown,Unknown,3
62,339,399,2022-01-21,Microsoft Windows Win32k contains a vulnerability which allows an attacker to escalate privileges.,Apply updates per vendor instructions.,2022-07-21,Unknown,0.0,Unknown,Unknown,Unknown,3
106,266,592,2022-01-21,SolarWinds Serv-U versions 15.2.5 and earlier contain an improper input validation vulnerability which allows attackers to build and send queries without sanitization.,Apply updates per vendor instructions.,2022-02-04,Unknown,0.0,Unknown,Unknown,Unknown,3
6,361,80,2022-01-28,Apple IOMobileFrameBuffer contains a memory corruption vulnerability which can allow a malicious application to execute arbitrary code with kernel privileges.,Apply updates per vendor instructions.,2022-02-11,Unknown,0.0,Unknown,Unknown,Unknown,3
108,254,597,2022-01-28,SonicWall SMA 100 devies are vulnerable to an unauthenticated stack-based buffer overflow vulnerability where exploitation can result in code execution.,Apply updates per vendor instructions.,2022-02-11,Unknown,0.0,Unknown,Unknown,Unknown,3
44,313,280,2022-01-28,Grandstream UCM6200 series is vulnerable to an unauthenticated remote SQL injection via crafted HTTP request. Exploitation can allow for code execution as root.,Apply updates per vendor instructions.,2022-07-28,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,411,2022-01-28,Microsoft Windows BITS is vulnerable to to a privilege elevation vulnerability if it improperly handles symbolic links. An actor can exploit this vulnerability to execute arbitrary code with system-level privileges.,Apply updates per vendor instructions.,2022-07-28,Unknown,0.0,Unknown,Unknown,Unknown,3
50,9,294,2022-01-28,Intel products contain a vulnerability which can allow attackers to perform privilege escalation.,Apply updates per vendor instructions.,2022-07-28,Unknown,0.0,Unknown,Unknown,Unknown,3
